time,diameter_m,length_km,elevation_m,material,fluid_density_kg_m3,fluid_viscosity_cp,chemical_aggressiveness_index,pressure_upstream_bar,pressure_downstream_bar,temp_upstream_C,temp_downstream_C,flow_inlet_m3_h,flow_outlet_m3_h,leak,leak_position_km
605.00,0.80,77.08,-7.00,stainless_s,827.83,8.70,0.46,80.75,77.62,60.08,57.16,3134.08,2993.02,TRUE,44.26
606.00,0.50,25.08,-14.00,carbon_steel,869.30,9.50,0.11,80.38,70.42,60.23,55.88,3077.22,3127.09,FALSE,
607.00,0.50,84.72,19.00,carbon_steel,780.21,10.10,0.99,80.13,71.14,60.00,56.43,2944.66,3006.12,FALSE,
608.00,0.60,93.83,-5.00,stainless_s,850.75,9.70,0.18,85.63,77.77,63.84,58.76,3077.22,3085.17,FALSE,
609.00,0.50,10.88,28.00,carbon_steel,817.59,5.60,0.70,77.66,83.22,58.25,54.16,2944.66,2857.34,TRUE,12.40
610.00,0.40,47.19,66.00,stainless_s,835.97,12.00,0.51,81.27,76.93,61.32,56.43,2926.12,3147.38,TRUE,28.10
611.00,0.90,51.49,7.00,stainless_s,847.74,3.80,0.55,73.30,74.62,55.98,56.25,2997.49,2830.67,TRUE,17.56
612.00,0.80,87.92,59.00,stainless_s,894.27,8.40,0.37,83.37,74.87,62.22,62.22,2958.75,3074.37,TRUE,90.48
613.00,0.40,54.33,40.00,carbon_steel,883.79,9.00,0.36,83.06,78.37,62.32,60.86,3080.64,2916.48,TRUE,11.96
614.00,0.80,85.25,22.00,stainless_s,818.91,9.60,0.45,83.86,70.42,62.42,59.24,3117.50,3079.64,FALSE,
615.00,0.60,46.61,78.00,carbon_steel,863.20,4.70,0.16,83.06,75.75,58.51,59.93,3087.79,2830.67,TRUE,7.08
616.00,0.90,80.99,38.00,stainless_s,843.17,10.60,0.45,78.07,78.22,56.48,55.48,2984.90,2943.98,FALSE,
617.00,0.70,34.45,27.00,stainless_s,840.84,7.70,0.34,87.77,72.66,64.66,59.75,2961.47,2974.23,FALSE,
618.00,0.60,51.26,65.00,carbon_steel,839.25,11.90,0.43,80.13,81.41,64.22,55.02,3049.59,2844.65,TRUE,24.95
619.00,0.90,73.52,-14.00,stainless_s,899.35,10.40,0.89,87.77,79.77,63.38,53.34,3058.28,2950.00,TRUE,39.13
620.00,0.50,96.49,64.00,stainless_s,894.27,10.80,0.34,85.40,71.14,58.92,55.02,2987.43,2974.23,FALSE,
621.00,0.90,72.76,15.00,carbon_steel,822.54,3.50,0.87,82.77,72.80,55.07,58.61,3005.02,3091.00,TRUE,0.19
622.00,0.90,45.64,-6.00,stainless_s,837.63,6.20,0.30,84.97,76.14,59.92,58.00,2852.42,2865.24,FALSE,
623.00,0.50,85.16,73.00,stainless_s,854.53,4.30,0.85,77.66,70.42,59.00,58.76,3052.44,2893.88,TRUE,11.07
624.00,0.50,57.28,32.00,stainless_s,817.59,8.60,0.54,75.61,77.48,59.77,58.23,3015.10,2781.39,TRUE,23.07
625.00,0.40,41.30,-11.00,carbon_steel,#NUM!,8.90,0.75,77.66,75.13,64.43,59.57,3140.51,2840.16,TRUE,32.67
626.00,0.70,15.98,58.00,stainless_s,780.21,7.20,0.43,72.23,67.97,58.07,56.68,2915.84,2789.11,TRUE,2.55
627.00,1.00,36.14,37.00,stainless_s,847.74,6.50,0.21,80.88,76.14,60.23,57.39,2958.75,2940.97,FALSE,
628.00,1.00,54.63,15.00,carbon_steel,788.39,7.50,0.83,73.87,81.13,55.07,59.84,2950.41,3091.00,TRUE,6.54
629.00,0.30,29.04,-14.00,stainless_s,902.52,7.90,0.53,79.37,72.66,55.57,56.84,2896.36,2928.84,FALSE,
630.00,1.00,97.48,9.00,stainless_s,860.75,9.00,0.21,79.50,76.93,59.55,59.00,3164.49,3046.77,TRUE,9.70
631.00,0.60,79.55,40.00,stainless_s,877.46,11.30,0.71,79.87,82.03,62.32,56.16,2891.97,2789.11,TRUE,12.09
632.00,0.70,76.33,-2.00,stainless_s,838.44,7.80,0.59,79.37,70.42,59.85,58.08,3015.10,2989.82,FALSE,
633.00,0.50,35.62,-4.00,carbon_steel,835.97,8.80,0.25,83.22,68.30,59.47,57.00,3147.58,2953.01,TRUE,22.89
634.00,1.00,55.54,9.00,stainless_s,843.17,5.20,0.43,80.38,76.53,61.00,55.78,2938.72,2959.03,FALSE,
635.00,0.80,46.53,69.00,carbon_steel,872.17,9.70,0.69,80.88,82.03,57.58,55.98,2919.36,2980.40,FALSE,
636.00,0.70,39.55,57.00,stainless_s,821.38,6.40,0.22,85.87,80.87,61.16,55.88,3091.54,2940.97,TRUE,18.72
637.00,0.70,97.23,52.00,stainless_s,820.17,4.30,1.00,80.38,75.38,55.07,58.38,2950.41,2814.83,TRUE,12.64
638.00,0.30,25.74,52.00,stainless_s,886.80,7.40,0.77,81.66,82.77,59.77,56.16,2944.66,3085.17,TRUE,5.66
639.00,0.60,47.31,46.00,stainless_s,829.77,11.00,0.66,79.37,73.34,60.00,56.43,3025.33,2752.62,TRUE,4.10
640.00,0.70,24.28,8.00,carbon_steel,919.79,4.10,0.87,75.61,68.59,61.08,60.12,3064.33,2940.97,TRUE,12.92
641.00,0.60,39.46,-20.00,stainless_s,888.45,3.00,0.32,76.47,76.79,59.92,58.68,2891.97,2993.02,TRUE,26.21
642.00,0.40,77.18,-4.00,stainless_s,843.17,10.40,0.50,81.14,76.27,64.02,58.23,3058.28,2865.24,TRUE,8.36
643.00,0.30,55.00,71.00,carbon_steel,860.75,8.50,0.44,78.07,75.63,58.07,53.78,3067.45,3019.94,FALSE,
644.00,0.50,16.74,64.00,carbon_steel,859.96,7.90,0.27,80.25,78.86,60.53,59.00,3015.10,3012.93,FALSE,
645.00,0.60,10.12,-10.00,carbon_steel,855.29,9.90,0.38,78.07,75.50,61.49,58.00,3010.04,2849.01,TRUE,6.99
646.00,0.50,18.67,76.00,carbon_steel,840.84,9.60,0.44,82.48,78.53,61.16,60.52,3087.79,3030.94,FALSE,
647.00,0.50,41.03,67.00,carbon_steel,874.19,8.90,0.45,83.69,81.70,61.24,57.32,2877.35,2869.06,FALSE,
648.00,1.00,18.38,31.00,stainless_s,853.77,7.30,0.82,84.39,71.14,58.92,59.40,2953.23,2763.43,TRUE,12.25
649.00,1.00,49.13,26.00,stainless_s,824.75,5.90,0.57,74.60,78.69,63.84,56.51,3007.53,3136.57,TRUE,1.15
650.00,0.90,71.75,43.00,stainless_s,848.50,4.80,0.88,85.63,77.91,55.34,57.32,3033.19,3009.50,FALSE,
651.00,0.50,80.10,-20.00,stainless_s,896.64,4.80,0.37,76.47,73.86,57.37,59.08,2969.45,3136.57,TRUE,24.07
652.00,0.70,22.30,33.00,stainless_s,860.75,6.80,0.30,78.34,80.63,63.24,55.25,2887.36,3118.61,TRUE,0.99
653.00,0.80,40.61,14.00,stainless_s,860.75,10.40,0.10,81.27,76.40,62.42,54.62,3030.55,2977.31,FALSE,
654.00,0.90,23.70,25.00,carbon_steel,876.34,8.40,0.45,80.25,82.03,61.49,58.38,3087.79,2980.40,TRUE,26.45
655.00,1.00,78.93,-14.00,stainless_s,885.25,7.50,0.61,81.14,72.66,60.08,54.16,2984.90,2906.98,TRUE,77.40
656.00,0.80,95.30,69.00,stainless_s,856.83,4.80,0.60,73.59,75.75,58.60,59.49,2887.36,3103.79,TRUE,137.60
657.00,0.40,47.60,74.00,carbon_steel,853.77,10.40,0.59,76.47,82.03,62.12,60.52,2974.67,2959.03,FALSE,
658.00,0.90,55.41,16.00,stainless_s,844.71,11.90,0.32,71.78,77.77,58.76,55.98,3140.51,3103.79,FALSE,
659.00,0.50,83.73,52.00,stainless_s,863.20,10.60,0.42,84.77,67.23,56.76,55.14,3015.10,2950.00,FALSE,
660.00,0.90,84.60,44.00,carbon_steel,846.23,7.30,0.44,82.77,76.40,61.66,58.61,2984.90,3012.93,FALSE,
661.00,1.00,82.43,36.00,stainless_s,833.40,12.00,0.39,84.58,68.59,57.48,58.23,3117.50,3046.77,TRUE,18.14
662.00,0.30,48.71,65.00,stainless_s,845.47,3.70,0.55,75.03,77.77,56.62,55.58,3002.51,3027.20,FALSE,
663.00,0.30,94.93,52.00,carbon_steel,871.19,9.80,0.75,78.07,75.25,59.92,60.75,3017.64,3016.41,FALSE,
664.00,0.60,81.75,-8.00,stainless_s,858.38,8.60,0.52,78.47,74.50,62.12,53.34,2926.12,2763.43,TRUE,48.69
665.00,0.80,54.05,24.00,carbon_steel,860.75,7.10,0.31,75.23,77.06,61.40,60.86,3046.77,2962.05,TRUE,9.73
666.00,0.90,52.25,59.00,stainless_s,888.45,8.40,0.57,77.23,70.97,56.16,59.08,2882.50,3042.66,TRUE,25.43
667.00,0.40,74.21,27.00,carbon_steel,822.54,6.20,0.78,81.93,77.62,60.76,57.16,2900.55,3055.35,TRUE,29.02
668.00,0.90,39.01,70.00,stainless_s,892.15,5.20,0.40,76.31,71.14,58.76,56.84,2974.67,2946.99,FALSE,
669.00,0.70,44.29,62.00,stainless_s,828.81,5.20,0.95,77.09,72.09,60.08,55.88,3052.44,3085.17,FALSE,
670.00,0.70,89.41,32.00,carbon_steel,882.41,11.10,0.50,74.60,74.12,62.42,61.38,2984.90,2781.39,TRUE,3.97
671.00,0.80,25.83,-8.00,carbon_steel,788.39,8.90,0.98,77.94,68.30,61.40,60.98,3108.03,2983.52,TRUE,37.29
672.00,0.30,14.68,56.00,carbon_steel,829.77,7.70,0.64,87.38,77.06,60.68,54.16,3122.65,2820.36,TRUE,5.61
673.00,1.00,49.72,-20.00,carbon_steel,885.25,8.20,0.52,86.41,75.50,62.75,61.84,3080.64,2968.12,TRUE,17.97
674.00,0.90,41.82,23.00,carbon_steel,828.81,10.70,0.45,79.87,68.59,59.24,60.52,3099.45,2781.39,TRUE,34.51
675.00,0.30,65.75,15.00,stainless_s,846.99,3.10,0.71,78.99,70.42,58.76,54.89,3007.53,2959.03,FALSE,
676.00,0.70,65.33,36.00,stainless_s,866.60,11.40,0.18,79.25,73.47,62.02,60.75,2935.67,2968.12,FALSE,
677.00,0.40,62.04,78.00,stainless_s,856.83,10.60,0.20,83.86,72.23,57.78,58.61,3017.64,2928.84,TRUE,4.92
678.00,0.60,36.80,28.00,stainless_s,856.83,10.90,0.38,74.37,71.31,61.32,59.24,2896.36,2946.99,FALSE,
679.00,0.40,78.96,12.00,carbon_steel,840.04,9.70,0.14,78.86,78.37,55.98,59.75,3128.16,2999.50,TRUE,1.42
680.00,0.60,83.88,38.00,carbon_steel,856.83,10.70,0.38,83.69,75.00,62.52,55.25,3030.55,2789.11,TRUE,78.20
681.00,0.70,58.64,44.00,carbon_steel,823.66,10.90,0.60,84.03,75.25,59.00,56.84,2992.47,2928.84,FALSE,
682.00,0.90,46.40,63.00,carbon_steel,890.22,7.30,0.68,84.97,76.27,63.38,62.43,2887.36,2844.65,FALSE,
683.00,1.00,88.69,68.00,carbon_steel,839.25,11.70,0.51,78.99,72.52,61.00,59.49,3010.04,2946.99,FALSE,
684.00,0.40,26.50,42.00,carbon_steel,877.46,8.30,0.96,75.79,78.86,58.84,55.48,2953.23,2989.82,FALSE,
685.00,0.80,97.15,-5.00,carbon_steel,846.99,8.20,0.58,79.25,75.38,59.16,57.08,2989.96,2919.60,TRUE,51.71
686.00,0.50,90.02,71.00,stainless_s,820.17,3.10,0.38,76.31,71.94,63.11,57.00,2882.50,2844.65,FALSE,
687.00,0.80,24.22,-19.00,stainless_s,835.12,10.20,0.77,78.34,73.86,58.34,54.48,3095.42,2946.99,TRUE,19.81
688.00,0.80,63.40,70.00,stainless_s,807.85,5.80,0.63,71.78,72.94,61.16,54.16,2964.15,3050.99,TRUE,45.31
689.00,0.30,50.01,12.00,stainless_s,816.21,10.80,0.41,73.30,70.03,59.85,61.52,3103.64,2876.46,TRUE,20.89
690.00,1.00,39.80,62.00,stainless_s,851.50,4.30,0.48,77.09,68.59,59.77,53.57,2922.78,2910.18,FALSE,
691.00,0.40,57.76,24.00,carbon_steel,818.91,9.90,0.37,75.79,72.09,57.88,57.62,3027.93,3055.35,FALSE,
692.00,1.00,63.47,-20.00,stainless_s,828.81,4.00,0.19,76.94,80.18,61.75,62.02,3084.16,2789.11,TRUE,39.93
693.00,1.00,91.40,-2.00,stainless_s,882.41,3.00,0.76,81.53,69.37,59.08,55.14,2915.84,2789.11,TRUE,24.34
694.00,0.60,86.69,58.00,carbon_steel,821.38,7.00,0.66,81.53,73.47,56.32,58.38,3061.28,3012.93,FALSE,
695.00,0.70,36.58,80.00,stainless_s,832.51,3.60,0.45,81.01,73.86,64.43,54.76,3091.54,2900.50,TRUE,40.28
696.00,0.40,25.45,-9.00,carbon_steel,864.03,11.00,0.76,83.69,70.23,64.43,58.76,2964.15,3110.89,TRUE,35.14
697.00,0.40,35.53,34.00,stainless_s,850.75,3.80,0.25,79.50,67.23,60.00,59.24,2900.55,3147.38,TRUE,17.85
698.00,0.70,44.68,69.00,stainless_s,846.99,8.20,0.75,78.86,78.22,61.57,62.93,3022.75,3055.35,FALSE,
699.00,0.90,84.92,38.00,carbon_steel,846.99,3.80,0.51,75.03,76.66,60.45,59.16,3103.64,3012.93,TRUE,33.21
700.00,0.40,31.92,49.00,carbon_steel,840.04,8.20,0.38,74.60,75.25,59.00,60.32,3007.53,2965.08,FALSE,
701.00,0.70,14.72,41.00,stainless_s,876.34,5.50,0.17,78.86,68.59,57.78,59.75,3052.44,2940.97,TRUE,2.06
702.00,0.40,55.72,46.00,carbon_steel,821.38,11.40,0.54,76.63,72.09,61.57,59.93,2964.15,3009.50,FALSE,
703.00,0.70,86.25,8.00,carbon_steel,816.21,4.30,0.52,84.97,70.61,61.84,57.55,2835.51,2763.43,TRUE,75.26
704.00,0.70,80.26,63.00,stainless_s,822.54,7.00,0.93,82.77,80.40,63.11,60.02,2947.56,3118.61,TRUE,37.99
705.00,0.90,95.73,61.00,carbon_steel,797.48,4.80,0.39,80.25,78.69,59.47,60.75,2987.43,3023.54,FALSE,
706.00,0.70,26.13,49.00,carbon_steel,883.79,11.70,0.72,81.53,75.13,63.38,54.48,2977.25,2922.69,FALSE,
707.00,0.70,19.64,37.00,carbon_steel,906.42,7.20,0.76,77.09,70.79,57.88,58.61,3027.93,3064.50,FALSE,
708.00,0.50,11.19,52.00,stainless_s,828.81,7.00,0.70,82.34,81.41,56.62,62.02,2974.67,2993.02,FALSE,
709.00,0.40,95.27,75.00,stainless_s,780.21,7.30,0.26,86.41,72.38,62.02,57.16,3030.55,2872.80,TRUE,44.35
710.00,0.60,25.85,43.00,carbon_steel,875.25,4.70,0.66,73.59,76.01,59.47,60.98,2896.36,2943.98,FALSE,
711.00,0.40,86.71,20.00,stainless_s,845.47,3.80,0.25,81.79,70.03,61.16,55.14,2844.52,2968.12,TRUE,45.95
712.00,0.80,77.30,20.00,carbon_steel,838.44,6.70,0.56,85.18,80.63,62.98,56.43,3025.33,2820.36,TRUE,16.97
713.00,0.50,37.80,31.00,carbon_steel,892.15,4.50,0.70,80.25,83.22,55.98,59.75,2919.36,2910.18,FALSE,
714.00,0.90,15.78,74.00,carbon_steel,849.25,5.60,0.40,76.78,75.25,60.38,59.84,3128.16,2849.01,TRUE,8.71
715.00,0.70,67.80,69.00,carbon_steel,878.62,6.80,0.23,86.70,74.87,60.38,59.40,2859.49,2962.05,TRUE,45.04
716.00,0.80,14.98,60.00,stainless_s,827.83,11.40,0.52,84.77,71.47,59.32,56.07,2852.42,3019.94,TRUE,11.85
717.00,0.90,96.79,55.00,carbon_steel,885.25,11.00,0.86,80.13,73.99,59.08,60.22,2896.36,2781.39,TRUE,35.33
718.00,0.40,40.23,-4.00,carbon_steel,906.42,6.80,0.98,82.62,78.37,57.25,62.93,3025.33,2814.83,TRUE,31.83
719.00,0.70,48.11,4.00,stainless_s,881.09,4.30,0.73,74.37,78.06,62.42,58.53,2871.84,3118.61,TRUE,30.27
720.00,0.50,77.02,57.00,carbon_steel,846.99,11.40,0.85,80.25,68.87,58.34,62.93,2912.21,2965.08,FALSE,
721.00,1.00,73.33,12.00,carbon_steel,885.25,9.80,0.24,79.62,73.86,57.68,60.98,2969.45,3091.00,TRUE,29.53
722.00,0.70,67.03,-12.00,stainless_s,814.75,11.20,0.19,78.34,70.03,61.75,57.62,2984.90,3055.35,TRUE,19.46
723.00,0.40,75.57,36.00,stainless_s,886.80,9.40,0.45,79.75,74.37,56.76,56.25,3070.63,2853.23,TRUE,92.59
724.00,0.70,34.26,13.00,stainless_s,919.79,10.70,0.72,73.30,68.30,58.07,54.62,2947.56,2796.21,TRUE,21.55
725.00,0.60,43.29,30.00,carbon_steel,883.79,4.30,0.12,76.94,74.87,58.84,62.02,3002.51,2835.50,TRUE,0.12
726.00,0.70,98.27,-4.00,carbon_steel,869.30,6.50,0.87,77.09,72.38,58.76,58.68,2992.47,2825.63,TRUE,52.31
727.00,0.40,43.76,79.00,stainless_s,861.56,7.60,0.72,76.47,76.53,58.92,56.16,3134.08,2840.16,TRUE,24.65
728.00,0.30,35.79,5.00,stainless_s,816.21,4.50,0.83,81.40,74.12,60.15,59.66,3022.75,2844.65,TRUE,17.42
729.00,1.00,23.35,24.00,carbon_steel,836.80,4.80,0.72,76.31,72.09,61.40,60.98,2922.78,2861.34,FALSE,
730.00,0.60,73.62,10.00,stainless_s,793.58,6.40,0.95,79.37,79.77,62.86,59.08,2915.84,2943.98,FALSE,
731.00,0.70,95.39,68.00,stainless_s,830.70,4.50,0.10,74.37,74.62,63.24,55.68,3020.19,2968.12,FALSE,
732.00,0.80,11.06,0.00,carbon_steel,838.44,7.10,0.28,81.01,82.38,60.38,56.34,2974.67,2849.01,TRUE,4.91
733.00,0.70,75.15,-9.00,stainless_s,859.96,6.70,0.12,81.14,78.06,58.68,53.78,3128.16,3055.35,TRUE,35.57
734.00,0.30,10.36,43.00,stainless_s,859.96,8.30,0.98,85.63,71.31,64.02,55.88,2984.90,3079.64,TRUE,4.61
735.00,0.30,18.49,37.00,stainless_s,869.30,6.70,0.39,83.37,76.53,60.61,60.22,3046.77,2913.34,TRUE,25.53
736.00,0.50,24.87,27.00,carbon_steel,864.03,11.80,0.89,75.23,79.03,60.76,58.76,2953.23,2876.46,TRUE,0.45
737.00,0.90,27.54,52.00,stainless_s,811.55,10.50,0.82,77.52,79.77,62.52,60.75,2972.07,2814.83,TRUE,0.49
738.00,0.40,83.19,68.00,carbon_steel,780.21,8.90,0.77,78.60,70.79,55.07,57.85,3084.16,2835.50,TRUE,33.50
739.00,0.60,72.24,25.00,stainless_s,850.00,9.80,0.33,81.01,76.66,58.51,55.58,3155.48,2913.34,TRUE,44.75
740.00,0.90,28.21,57.00,carbon_steel,840.04,3.50,0.76,85.63,79.77,56.32,57.00,3108.03,2953.01,TRUE,20.86
741.00,0.50,38.54,-19.00,stainless_s,842.40,6.10,0.86,75.61,74.37,60.61,56.07,2953.23,2940.97,FALSE,
742.00,0.50,46.26,75.00,stainless_s,881.09,7.50,0.32,74.60,70.23,62.63,55.68,2966.81,3110.89,TRUE,7.03
743.00,0.70,89.40,24.00,carbon_steel,831.62,8.80,0.29,76.14,71.47,57.14,53.57,3010.04,2869.06,TRUE,25.06
744.00,0.80,96.19,36.00,carbon_steel,871.19,3.10,0.83,75.03,70.79,60.61,53.98,3164.49,2820.36,TRUE,44.77
745.00,0.30,32.30,6.00,stainless_s,803.36,10.40,0.93,73.87,81.70,59.08,56.68,3140.51,2971.16,TRUE,14.35
746.00,0.90,40.01,29.00,stainless_s,919.79,10.30,0.44,83.22,79.03,61.00,54.48,3080.64,2820.36,TRUE,16.11
747.00,0.80,80.91,11.00,carbon_steel,906.42,10.40,0.50,83.22,72.38,58.92,58.30,3134.08,2903.76,TRUE,77.94
748.00,1.00,24.85,48.00,stainless_s,811.55,9.00,0.99,75.23,68.59,55.98,59.66,3087.79,2913.34,TRUE,11.76
749.00,1.00,36.07,53.00,stainless_s,850.75,11.10,0.12,82.20,76.79,56.16,58.84,3128.16,3027.20,TRUE,14.11
750.00,0.70,70.71,68.00,carbon_steel,871.19,7.90,0.35,84.77,73.47,61.57,58.53,3061.28,2820.36,TRUE,78.90
751.00,0.30,94.27,40.00,carbon_steel,838.44,8.30,0.17,82.48,73.60,64.66,58.76,2912.21,2853.23,FALSE,
752.00,0.50,67.31,43.00,carbon_steel,879.83,8.20,0.18,83.06,74.12,61.08,55.48,2958.75,3147.38,TRUE,49.78
753.00,0.70,30.90,2.00,carbon_steel,892.15,6.80,0.65,83.22,79.39,60.08,61.84,3108.03,2925.77,TRUE,13.75
754.00,0.40,78.92,14.00,stainless_s,859.16,3.30,0.64,79.75,67.23,58.92,59.75,3164.49,2922.69,TRUE,28.81
755.00,0.60,35.75,15.00,stainless_s,843.94,11.00,0.83,76.94,75.88,59.62,60.02,3077.22,2977.31,TRUE,3.10
756.00,0.80,30.79,-2.00,carbon_steel,848.50,9.50,0.62,71.78,76.40,58.51,59.16,3117.50,3097.18,FALSE,
757.00,0.30,29.11,43.00,carbon_steel,882.41,11.30,0.75,82.34,77.34,56.16,59.66,2908.46,2928.84,FALSE,
758.00,0.30,10.58,72.00,carbon_steel,833.40,4.80,0.27,76.47,67.97,64.66,58.68,3077.22,2993.02,TRUE,6.80
759.00,0.90,53.34,-3.00,stainless_s,863.20,10.30,0.57,74.13,68.30,57.37,58.00,2882.50,2840.16,FALSE,
760.00,0.40,88.34,71.00,carbon_steel,890.22,9.10,0.36,71.78,76.93,62.52,60.02,2938.72,2925.77,FALSE,
761.00,0.70,61.66,32.00,stainless_s,841.62,6.60,0.74,77.52,74.50,55.57,55.58,3020.19,3074.37,FALSE,
762.00,0.50,72.69,70.00,carbon_steel,825.81,9.40,0.36,83.37,76.14,62.75,53.78,2912.21,2830.67,TRUE,36.95
763.00,0.60,75.38,13.00,stainless_s,824.75,7.50,0.13,79.25,69.13,59.55,59.16,2900.55,2789.11,TRUE,75.05
764.00,0.70,76.24,2.00,stainless_s,856.06,8.60,0.95,83.06,74.62,57.98,58.15,3128.16,2962.05,TRUE,64.43
765.00,0.60,25.23,69.00,carbon_steel,780.21,11.00,0.28,85.63,81.13,61.75,53.57,2947.56,2989.82,FALSE,
766.00,0.80,56.41,69.00,carbon_steel,827.83,8.80,0.87,84.03,77.91,64.02,57.00,2926.12,2913.34,FALSE,
767.00,0.60,35.12,-1.00,carbon_steel,855.29,5.00,0.49,81.40,70.42,58.76,55.98,3128.16,3136.57,FALSE,
768.00,0.70,58.37,61.00,stainless_s,821.38,9.90,0.55,80.25,77.34,59.00,53.34,2912.21,2752.62,TRUE,16.94
769.00,0.60,59.80,75.00,stainless_s,892.15,7.80,1.00,75.42,77.20,61.40,61.84,3140.51,3002.79,TRUE,17.36
770.00,0.90,88.79,22.00,stainless_s,848.50,10.30,0.80,83.37,76.66,63.11,54.89,3030.55,2865.24,TRUE,39.46
771.00,0.40,10.54,35.00,stainless_s,877.46,4.30,0.19,84.39,69.82,63.84,54.16,3155.48,2835.50,TRUE,9.20
772.00,0.30,51.32,71.00,carbon_steel,888.45,7.10,0.25,87.03,80.87,58.68,58.68,2947.56,3046.77,TRUE,6.14
773.00,0.90,43.58,23.00,carbon_steel,856.83,8.10,0.31,85.40,66.78,58.84,62.02,3049.59,3136.57,TRUE,20.63
774.00,0.30,70.76,44.00,stainless_s,833.40,7.70,0.86,81.66,71.31,62.75,58.45,3073.88,3079.64,FALSE,
775.00,1.00,40.60,-1.00,carbon_steel,835.97,11.50,0.70,75.61,71.94,64.93,60.02,2974.67,2968.12,FALSE,
776.00,0.60,80.90,51.00,carbon_steel,886.80,12.00,0.74,77.09,73.47,59.85,57.39,3020.19,2989.82,FALSE,
777.00,0.40,83.73,-9.00,carbon_steel,874.19,5.40,0.86,83.22,76.14,58.07,53.07,2997.49,2820.36,TRUE,115.60
778.00,0.60,47.79,26.00,stainless_s,881.09,6.10,0.97,77.23,80.87,61.24,60.02,3015.10,2869.06,TRUE,49.88
779.00,0.80,46.16,37.00,stainless_s,855.29,8.70,0.64,75.61,76.01,62.22,59.00,2977.25,3050.99,TRUE,27.49
780.00,0.90,73.54,7.00,stainless_s,827.83,7.20,1.00,72.97,77.34,59.77,57.62,2982.36,2928.84,FALSE,
781.00,0.30,71.14,79.00,stainless_s,793.58,10.20,0.18,80.50,71.63,55.78,60.22,2966.81,2928.84,FALSE,
782.00,0.70,52.26,57.00,stainless_s,881.09,7.20,0.69,77.23,79.77,59.62,55.78,2997.49,2820.36,TRUE,6.25
783.00,0.40,64.47,7.00,carbon_steel,832.51,7.80,0.91,78.21,80.40,55.07,62.02,3052.44,3147.38,TRUE,70.99
784.00,0.80,94.61,-16.00,carbon_steel,858.38,5.20,0.80,80.00,73.73,58.51,57.24,2896.36,2910.18,FALSE,
785.00,0.90,31.70,67.00,carbon_steel,800.65,10.10,0.14,84.77,77.48,62.22,60.98,3041.25,2928.84,TRUE,12.40
786.00,0.90,13.80,-16.00,carbon_steel,881.09,8.30,0.56,83.69,71.63,63.52,57.62,3002.51,2971.16,FALSE,
787.00,0.50,72.57,45.00,carbon_steel,826.83,8.50,0.79,79.37,76.14,57.25,58.45,3080.64,2980.40,TRUE,17.43
788.00,0.90,53.30,32.00,stainless_s,842.40,8.10,0.81,80.50,78.86,59.77,61.24,2961.47,3046.77,TRUE,16.02
789.00,0.60,96.75,78.00,carbon_steel,873.17,5.40,0.11,84.03,81.70,62.02,59.00,2887.36,2916.48,FALSE,
790.00,0.70,48.97,72.00,stainless_s,821.38,3.30,1.00,83.22,77.48,63.84,58.68,2950.41,2980.40,FALSE,
791.00,0.50,96.74,-18.00,stainless_s,#NUM!,6.30,0.96,76.14,78.86,61.93,57.47,3128.16,3019.94,TRUE,59.93
792.00,0.70,35.29,32.00,stainless_s,822.54,8.90,0.53,80.75,71.14,55.78,54.89,2908.46,2906.98,FALSE,
793.00,0.60,65.22,18.00,stainless_s,843.94,8.40,0.67,80.00,75.75,60.00,58.68,3117.50,2959.03,TRUE,10.43
794.00,0.60,28.31,-4.00,stainless_s,828.81,10.00,0.88,79.62,70.79,59.24,58.68,2979.81,2922.69,FALSE,
795.00,1.00,51.27,41.00,stainless_s,803.36,3.00,0.75,77.38,76.40,60.61,58.23,2956.01,3050.99,TRUE,0.92
796.00,0.30,20.48,-12.00,stainless_s,835.97,9.50,0.46,76.31,69.82,59.55,59.16,2984.90,3147.38,TRUE,9.97
797.00,0.60,97.03,-15.00,stainless_s,813.20,8.50,0.78,80.00,76.66,58.68,60.52,3134.08,3074.37,FALSE,
798.00,0.30,60.04,47.00,carbon_steel,814.75,10.80,0.37,74.37,75.38,62.52,57.47,3080.64,2922.69,TRUE,41.44
799.00,0.50,85.84,47.00,stainless_s,846.23,3.50,0.89,78.60,71.63,58.84,60.86,3027.93,2825.63,TRUE,5.62
800.00,0.90,78.17,26.00,stainless_s,788.39,11.40,0.39,73.59,77.06,64.93,57.39,3128.16,2950.00,TRUE,15.63
801.00,0.70,92.05,55.00,stainless_s,842.40,3.40,0.95,71.78,73.07,59.55,61.52,2992.47,2906.98,TRUE,6.03
802.00,0.80,28.00,57.00,carbon_steel,899.35,9.10,0.53,76.31,76.53,59.32,56.34,2896.36,2983.52,TRUE,0.50
803.00,0.70,13.47,72.00,carbon_steel,793.58,6.70,0.42,78.60,67.23,59.24,59.40,2950.41,2814.83,TRUE,11.12
804.00,0.40,39.85,49.00,carbon_steel,879.83,10.00,0.69,81.79,76.66,62.86,62.02,2904.58,2897.21,FALSE,
805.00,0.70,76.66,73.00,stainless_s,797.48,3.00,0.31,76.47,75.13,55.98,55.78,2979.81,2946.99,FALSE,
806.00,0.50,63.28,52.00,carbon_steel,845.47,3.80,0.55,82.77,82.03,59.39,58.45,3017.64,2781.39,TRUE,11.39
